race_name,horse_name
新潟大賞典,レガーロデルシエロ
新潟大賞典,サブマリーナ
新潟大賞典,ディマイザキッド
新潟大賞典,シリウスコルト	
新潟大賞典,エピファニー	
新潟大賞典,オールナット	
新潟大賞典,サイルーン	
新潟大賞典,ボーンディスウェイ		
新潟大賞典,ショウナンアデイブ	
新潟大賞典,マテンロウオリオン		
新潟大賞典,ハピ	
新潟大賞典,グランドカリナン		
新潟大賞典,パラレルヴィジョン		
新潟大賞典,マイネルメモリー	
新潟大賞典,カネフラ			
新潟大賞典,フライライクバード	
